id_user;date;action;table_insert;id_ligne;champs;detail
0859b70a9ca905a870bfccc5f8440ba1;45518;INSERT;Client;CUST-0P9K9MICI4V3;date_inscription;14/08/2024
c4f0909120cfde7086a3c1a56e96a015;45518;INSERT;Client;CUST-SZ9IS3Q1LBEP;date_inscription;14/08/2024
dd595f0f0b3400df2908f0be7723dad4;45518;INSERT;Client;CUST-L99QEXFV9WTS;date_inscription;14/08/2024
e44eabec860498a79e675200bc8fa455;45518;INSERT;Client;CUST-9SBDRZ728025;date_inscription;14/08/2024
37c6a856b2e14217855d808fbc8e56a7;45518;INSERT;Client;CUST-3F47X2KHYXQM;date_inscription;14/08/2024
07c8b678f8e6f0cb04480ef9ebba10ce;45518;INSERT;Client;CUST-DNIO2MRJHQEJ;date_inscription;14/08/2024
a7e6deb00de876cafcf64809cd659d0c;45518;INSERT;Client;CUST-XOG109TDC4BT;date_inscription;14/08/2024
f491076a1ff2d873ebea809c11144542;45518;INSERT;Client;CUST-ZZ6ASS2HRJ5B;date_inscription;14/08/2024
dd595f0f0b3400df2908f0be7723dad4;45518;INSERT;Client;CUST-EXZZR3IHR279;date_inscription;14/08/2024
6fa61d0ecae0b563fef18d36b2039c8e;45518;INSERT;Client;CUST-SX94Q0ZUD0LT;date_inscription;14/08/2024
6c1c3292c852c6c593b95cc146b00c0e;45518;INSERT;Client;CUST-9BJVABA8K09C;date_inscription;14/08/2024
b5a8777821fdab1a20a4bc0e5f98dfa0;45518;INSERT;Client;CUST-N7XMLXOWA94Y;date_inscription;14/08/2024
951e47dfa4c5298382d1b7d750b0b6a2;45518;INSERT;Client;CUST-WGFE8J11VQFE;date_inscription;14/08/2024
a0c9a3c869310ffbf3eb6ac24b9a19be;45518;INSERT;Client;CUST-6CEJYDEA2R2D;date_inscription;14/08/2024
2477db17c02f512ebc4b20f01a7edb55;45518;INSERT;Client;CUST-ED1KQUW44BQX;date_inscription;14/08/2024
6fa61d0ecae0b563fef18d36b2039c8e;45518;INSERT;Client;CUST-5JGUGCXLBCFR;date_inscription;14/08/2024
23e50fd96a8129e057a79ba0d5575c93;45518;INSERT;Client;CUST-X72AW6JN07ZS;date_inscription;14/08/2024
43710c31fab3c974c906d48477bd4a83;45518;INSERT;Client;CUST-Z0WB0J6AYKTM;date_inscription;14/08/2024
af969b090723911e6fd12c8da3b714ad;45518;INSERT;Client;CUST-99B8Q0SVYXJ7;date_inscription;14/08/2024
342281771d02d2096972e38e78e7d6bd;45518;INSERT;Client;CUST-Y9MQQBQ6YSFJ;date_inscription;14/08/2024
